av|אָב
lehisalel|לְהִיסָּלֵל
lislol|לִסְלוֹל
mesila|מְסִילָּה
haslama|הַסְלָמָה
lehaslim|לְהַסְלִים
sulam|סוּלָּם
lehistalsel|לְהִסְתַּלְסֵל
lesalsel|לְסַלְסֵל
sela|סֶלַע
lesalef|לְסַלֵּף
lesalek|לְסַלֵּק
lehistalek|לְהִסְתַּלֵּק
siluk|סִילּוּק
lesame|לְסַמֵּא
lehistame|לְהִסְתַּמֵּא
samuy|סָמוּי
lismoch|לִסְמוֹךְ
hasmacha|הַסְמָכָה
mismach|מִסְמָךְ
samich|סָמִיךְ
samuch|סָמוּךְ
smicha|סְמִיכָה
samchut|סַמְכוּת
lehasmich|לְהַסְמִיךְ
lehistamech|לְהִסְתַּמֵּךְ
lesamel|לְסַמֵּל
semel|סֵמֶל
samal|סַמָּל
lesamem|לְסַמֵּם
lesamen|לְסַמֵּן
lehistamen|לְהִסְתַּמֵּן
tismonet|תִּסְמוֹנֶת
lesames|לְסַמֵּס
lesampet|לְסַמְפֵּת
lehasmik|לְהַסְמִיק
lismor|לִסְמוֹר
masmer|מַסְמֵר
lesamer|לְסַמֵּר
lesamrer|לְסַמְרֵר
lesandel|לְסַנְדֵּל
lehistanver|לְהִסְתַּנְווֵר
sanverim|סַנְווֵרִים
lesanver|לְסַנְווֵר
lehistanver|לְהִסְתַּנְווֵר
sinvur|סִינְווּר
histanverut|הִסְתַּנְווְרוּת
santer|סַנְטֵר
lesankren|לְסַנְכְּרֵן
lehistankren|לְהִסְתַּנְכְּרֵן
sinkrun|סִינְכְּרוּן
lesanen|לְסַנֵּן
lehistanen|לְהִסְתַּנֵּן
masnen|מַסְנֵן
histanenut|הִסְתַּנְּנוּת
sinun|סִינּוּן
masnen|מַסְנֵן
tasnin|תַּסְנִין
lesanef|לְסַנֵּף
lehistanef|לְהִסְתַּנֵּף
lis'od|לִסְעוֹד
mis'ada|מִסְעָדָה
se'uda|סְעוּדָה
si'ud|סִיעוּד
lehista'ef|לְהִסְתַּעֵף
lehisa'er|לְהִיסָּעֵר
lehista'er|לְהִסְתַּעֵר
lehas'ir|לְהַסְעִיר
se'ara|סְעָרָה
lis'or|לִסְעוֹר
lispog|לִסְפּוֹג
lehisafeg|לְהִיסָּפֵג
lispod|לִסְפּוֹד
lehisafed|לְהִיסָּפֵד
lehaspid|לְהַסְפִּיד
sapa|סַפָּה
lesapeach|לְסַפֵּחַ
lehisafeach|לְהִיסָּפֵחַ
lispoach|לִסְפּוֹחַ
lehistapeach|לְהִסְתַּפֵּחַ
sipuach|סִיפּוּחַ
lispot|לִסְפּוֹת
lehisafot|לְהִיסָּפוֹת
sefel|סֵפֶל
sefel|סֵפֶל
sifna|סִפְנָה
sapan|סַפָּן
lispon|לִסְפּוֹן
sfina|סְפִינָה
lesafser|לְסַפְסֵר
safsar|סַפְסָר
saf|סַף
sfika|סְפִיקָה
lesapek|לְסַפֵּק
sfika|סְפִיקָה
lehistapek|לְהִסְתַּפֵּק
lehaspik|לְהַסְפִּיק
lispok|לִסְפּוֹק
sapak|סַפָּק
safek|סָפֵק
haspaka|הַסְפָּקָה
aspaka|אַסְפָּקָה
lispor|לִסְפּוֹר
lehistaper|לְהִסְתַּפֵּר
sifriya|סִפְרִייָּה
sefer|סֵפֶר
sapar|סַפָּר
sipur|סִיפּוּר
sifra|סִפְרָה
tisporet|תִּסְפּוֹרֶת
mispara|מִסְפָּרָה
mispar|מִסְפָּר
lehisafer|לְהִיסָּפֵר
sifrut|סִפְרוּת
sifruti|סִפְרוּתִי
sfira|סְפִירָה
lesaper|לְסַפֵּר
misparayim|מִסְפָּרַייִם
sfarad|סְפָרַד
sfaradi|סְפָרַדִּי
lesafret|לְסַפְרֵת
skila|סְקִילָה
liskol|לִסְקוֹל
lesakel|לְסַקֵּל
lehisakel|לְהִיסָּקֵל
sakran|סַקְרָן
liskor|לִסְקוֹר
lesaker|לְסַקֵּר
lehisaker|לְהִיסָּקֵר
seker|סֶקֶר
lesakren|לְסַקְרֵן
lehistakren|לְהִסְתַּקְרֵן
lesarev|לְסָרֵב
lesarbel|לְסַרְבֵּל
lisrog|לִסְרוֹג
lehisareg|לְהִיסָּרֵג
lehasriach|לְהַסְרִיחַ
serachon|סֵירָחוֹן
lisrot|לִסְרוֹט
lehisaret|לְהִיסָּרֵט
lehasrit|לְהַסְרִיט
hasrata|הַסְרָטָה
seret|סֶרֶט
masreta|מַסְרֵטָה
tasrit|תַּסְרִיט
lesares|לְסָרֵס
saris|סָרִיס
srika|סְרִיקָה
lehisarek|לְהִיסָּרֵק
lesarek|לְסָרֵק
lehistarek|לְהִסְתָּרֵק
tisroket|תִּסְרוֹקֶת
masrek|מַסְרֵק
lisrok|לִסְרוֹק
srak|סְרָק
stav|סְתָיו
lehisatem|לְהִיסָּתֵם
satum|סָתוּם
listom|לִסְתּוֹם
lehisater|לְהִיסָּתֵר
listor|לִסְתּוֹר
lehistater|לְהִסְתַּתֵּר
mistor|מִסְתּוֹר
stira|סְתִירָה
lehastir|לְהַסְתִּיר
nistar|נִסְתָּר
lesatet|לְסַתֵּת
le'abed|לְעַבֵּד
leha'avid|לְהַעֲבִיד
ibud|עִיבּוּד
avoda|עֲבוֹדָה
eved|עֶבֶד
uvda|עוּבְדָּה
avdut|עַבְדוּת
ma'abada|מַעְבָּדָה
la'avod|לַעֲבוֹד
avur|עֲבוּר
le'abot|לְעַבּוֹת
lehit'abot|לְהִתְעַבּוֹת
la'avot|לַעֲבוֹת
leha'avir|לְהַעֲבִיר
le'aber|לְעַבֵּר
lehit'aber|לְהִתְעַבֵּר
ma'avar|מַעֲבָר
avaryan|עֲבַרְייָן
ivri|עִבְרִי
la'avor|לַעֲבוֹר
avar|עָבָר
le'avret|לְעַבְרֵת
lehit'avret|לְהִתְעַבְרֵת
lehit'abesh|לְהִתְעַבֵּשׁ
agevet|עַגֶּבֶת
la'agov|לַעֲגוֹב
aga|עָגָה
le'agel|לְעַגֵּל
lehit'agel|לְהִתְעַגֵּל
igul|עִיגּוּל
agol|עָגוֹל
agalgal|עֲגַלְגַּל
le'agen|לְעַגֵּן
ogen|עוֹגֶן
la'agon|לַעֲגוֹן
ad|עַד
ad|עַד
adi|עֲדִי
adayin|עֲדַייִן
lehit'adken|לְהִתְעַדְכֵּן
le'adken|לְעַדְכֵּן
lehit'aden|לְהִתְעַדֵּן
adin|עָדִין
le'aden|לְעַדֵּן
adif|עָדִיף
leha'adif|לְהַעֲדִיף
odef|עוֹדֶף
lehe'ader|לְהֵיעָדֵר
la'ador|לַעֲדוֹר
adasha|עֲדָשָׁה
adasha|עֲדָשָׁה
leha'iv|לְהָעִיב
la'ug|לָעוּג
uga|עוּגָה
ed|עֵד
lehit'oded|לְהִתְעוֹדֵד
leha'id|לְהָעִיד
le'oded|לְעוֹדֵד
te'uda|תְּעוּדָה
od|עוֹד
leha'iz|לְהָעִיז
la'ut|לָעוּט
le'avot|לְעַוּוֹת
avon|עָווֹן
leha'avot|לְהַעֲווֹת
ma'on|מָעוֹן
ona|עוֹנָה
leha'if|לְהָעִיף
la'uf|לָעוּף
lehit'ofef|לְהִתְעוֹפֵף
te'ufa|תְּעוּפָה
le'ofef|לְעוֹפֵף
leha'ik|לְהָעִיק
lehit'orer|לְהִתְעוֹרֵר
lehe'or|לְהֵיעוֹר
leha'ir|לְהָעִיר
le'orer|לְעוֹרֵר
lehit'aver|לְהִתְעַווֵּר
la'ur|לָעוּר
iver|עִיווֵּר
he'ara|הֶעָרָה
me'ara|מְעָרָה
or|עוֹר
le'aver|לְעַווֵּר
ivut|עִיוּוּת
lehit'avet|לְהִתְעַווֵּת
le'avet|לְעַווֵּת
la'azov|לַעֲזוֹב
lehe'azev|לְהֵיעָזֵב
oz|עוֹז
leha'ez|לְהָעֵז
ma'oz|מָעוֹז
az|עַז
lehe'azer|לְהֵיעָזֵר
ezra|עֶזְרָה
ezer|עֵזֶר
la'azor|לַעֲזוֹר
et|עֵט
la'atot|לַעֲטוֹת
leha'atot|לְהַעֲטוֹת
atalef|עֲטַלֵּף
la'atof|לַעֲטוֹף
lehe'atef|לְהֵיעָטֵף
lehit'atef|לְהִתְעַטֵּף
ma'atafa|מַעֲטָפָה
le'ater|לְעַטֵּר
lehe'ater|לְהֵיעָטֵר
la'ator|לַעֲטוֹר
lehit'atesh|לְהִתְעַטֵּשׁ
ayit|עַיִט
le'ayen|לְעַייֵּן
iyun|עִיּוּן
ayin|עַיִן
la'ayon|לַעֲיוֹן
ma'ayan|מַעֲייָן
ayef|עָייֵף
lehit'ayef|לְהִתְעַייֵּף
le'ayef|לְעַייֵּף
ayir|עַיִר
ir|עִיר
erom|עֵירוֹם
le'akev|לְעַכֵּב
lehit'akev|לְהִתְעַכֵּב
ikuv|עִיכּוּב
le'akel|לְעַכֵּל
lehit'akel|לְהִתְעַכֵּל
lehe'achel|לְהֵיעָכֵל
ikul|עִיכּוּל
lehe'acher|לְהֵיעָכֵר
leha'achir|לְהַעֲכִיר
la'achor|לַעֲכוֹר
achshav|עַכְשָׁיו
al|עַל
algav|עַל גַּב
algabei|עַל גַּבֵּי
alyad|עַל יַד
alyedei|עַל יְדֵי
alpi|עַל פִּי
alpnei|עַל פְּנֵי
ha'ala'a|הַעֲלָאָה
elbon|עֶלְבּוֹן
ha'alava|הַעֲלָבָה
lehe'alev|לְהֵיעָלֵב
leha'aliv|לְהַעֲלִיב
la'alov|לַעֲלוֹב
ma'ala|מַעֲלָה
elyonut|עֶלְיוֹנוּת
elyon|עֶלְיוֹן
lehit'alot|לְהִתְעַלּוֹת
mala|מַעְלָה
na'ale|נַעֲלֶה
leha'alot|לְהַעֲלוֹת
me'ule|מְעוּלֶּה
ale|עָלֶה
lemala|לְמַעְלָה
aliya|עֲלִיָּה
alut|עֲלוּת
la'alot|לַעֲלוֹת
lehit'alel|לְהִתְעַלֵּל
le'olel|לְעוֹלֵל
alila|עֲלִילָה
alila|עֲלִילָה
alul|עָלוּל
hit'alelut|הִתְעַלְּלוּת
alma|עַלְמָה
elem|עֶלֶם
lehe'alem|לְהֵיעָלֵם
leha'alim|לְהַעֲלִים
lehit'alem|לְהִתְעַלֵּם
olam|עוֹלָם
ha'alama|הַעֲלָמָה
olami|עוֹלָמִי
he'almut|הֵיעָלְמוּת
lehit'ales|לְהִתְעַלֵּס
le'al'el|לְעַלְעֵל
le'alef|לְעַלֵּף
lehit'alef|לְהִתְעַלֵּף
im|עִם
la'amod|לַעֲמוֹד
lehe'amed|לְהֵיעָמֵד
leha'amid|לְהַעֲמִיד
mo'omad|מוֹעֳמָד
le'amed|לְעַמֵּד
imud|עִימּוּד
amud|עַמּוּד
ma'amad|מַעֲמָד
amida|עֲמִידָה
amid|עָמִיד
amidut|עָמִידוּת
emda|עֶמְדָּה
mo'omadut|מוֹעֳמָדוּת
lehit'amel|לְהִתְעַמֵּל
hit'amlut|הִתְעַמְּלוּת
la'amol|לַעֲמוֹל
am|עַם
le'amem|לְעַמֵּם
mu'am|מוּעָם
la'amom|לַעֲמוֹם
amus|עָמוּס
omes|עוֹמֶס
leha'amis|לְהַעֲמִיס
la'amos|לַעֲמוֹס
le'am'em|לְעַמְעֵם
leha'amik|לְהַעֲמִיק
lehit'amek|לְהִתְעַמֵּק
omek|עוֹמֶק
amok|עָמוֹק
emek|עֵמֶק
omer|עוֹמֶר
lehit'amer|לְהִתְעַמֵּר
lehit'amet|לְהִתְעַמֵּת
le'amet|לְעַמֵּת
imut|עִימּוּת
le'umat|לְעוּמַּת
ma'amat|מַעֲמָת
amuta|עֲמוּתָּה
la'anov|לַעֲנוֹב
aniva|עֲנִיבָה
le'aneg|לְעַנֵּג
lehit'aneg|לְהִתְעַנֵּג
ta'anug|תַּעֲנוּג
la'anod|לַעֲנוֹד
ez|עֵז
la'anot|לַעֲנוֹת
le'anot|לְעַנּוֹת
lehit'anot|לְהִתְעַנּוֹת
lehe'anot|לְהֵיעָנוֹת
oni|עוֹנִי
he'anut|הֵיעָנוּת
ta'anit|תַּעְנִית
ma'ane|מַעֲנֶה
ani|עָנִי
inyan|עִנְייָן
le'anyen|לְעַנְייֵן
lehit'anyen|לְהִתְעַנְייֵן
me'anyen|מְעַנְייֵן
lehit'anen|לְהִתְעַנֵּן
anan|עָנָן
leha'anik|לְהַעֲנִיק
anak|עֲנָק
lehe'anesh|לְהֵיעָנֵשׁ
leha'anish|לְהַעֲנִישׁ
onesh|עוֹנֶשׁ
la'anosh|לַעֲנוֹשׁ
le'asot|לְעַסּוֹת
isuy|עִיסּוּי
asis|עָסִיס
asisi|עֲסִיסִי
lehit'asek|לְהִתְעַסֵּק
leha'asik|לְהַעֲסִיק
iska|עִסְקָה
la'asok|לַעֲסוֹק
ha'apala|הַעְפָּלָה
leha'apil|לְהַעְפִּיל
le'af'ef|לְעַפְעֵף
iparon|עִיפָּרוֹן
leha'atziv|לְהַעֲצִיב
lehe'atzev|לְהֵיעָצֵב
le'atzev|לְעַצֵּב
etzev|עֶצֶב
atzav|עָצָב
atzuv|עָצוּב
itzuv|עִיצּוּב
lehit'atzev|לְהִתְעַצֵּב
lehit'atzben|לְהִתְעַצְבֵּן
le'atzben|לְעַצְבֵּן
etz|עֵץ
lehit'atzel|לְהִתְעַצֵּל
atzel|עָצֵל
atzlan|עַצְלָן
atzlan|עַצְלָן
atzlut|עַצְלוּת
ma'atzama|מַעֲצָמָה
la'atzom|לַעֲצוֹם
lehe'atzem|לְהֵיעָצֵם
lehit'atzem|לְהִתְעַצֵּם
otzma|עוֹצְמָה
etzem|עֶצֶם
etzem|עֶצֶם
atzuma|עֲצוּמָה
itzum|עִיצּוּם
leha'atzim|לְהַעֲצִים
la'atzor|לַעֲצוֹר
lehe'atzer|לְהֵיעָצֵר
atzir|עָצִיר
ma'atzar|מַעֲצָר
akov|עָקוֹב
akev|עָקֵב
akev|עָקֵב
la'akov|לַעֲקוֹב
la'akod|לַעֲקוֹד
lehit'akel|לְהִתְעַקֵּל
le'akel|לְעַקֵּל
le'akem|לְעַקֵּם
lehit'akem|לְהִתְעַקֵּם
lehe'akef|לְהֵיעָקֵף
la'akof|לַעֲקוֹף
la'akotz|לַעֲקוֹץ
lehe'aketz|לְהֵיעָקֵץ
lehe'aker|לְהֵיעָקֵר
ikaron|עִיקָּרוֹן
ekroni|עֶקְרוֹנִי
le'aker|לְעַקֵּר
ikar|עִיקָר
la'akor|לַעֲקוֹר
lehit'akesh|לְהִתְעַקֵּשׁ
ikesh|עִיקֵּשׁ
la'arov|לַעֲרוֹב
le'arev|לְעָרֵב
ma'arav|מַעֲרָב
arvut|עַרְבוּת
erev|עֶרֶב
arev|עָרֵב
arev|עָרֵב
ma'arava|מַעֲרָבָה
ma'aravi|מַעֲרָבִי
arava|עֲרָבָה
lehit'arev|לְהִתְעָרֵב
le'arbev|לְעַרְבֵּב
lehit'arbev|לְהִתְעַרְבֵּב
lehit'arbel|לְהִתְעַרְבֵּל
le'arbel|לְעַרְבֵּל
le'argel|לְעַרְגֵּל
ma'arachon|מַעֲרָכוֹן
la'aroch|לַעֲרוֹךְ
lehe'arech|לְהֵיעָרֵךְ
leha'arich|לְהַעֲרִיךְ
erech|עֵרֶךְ
ha'aracha|הַעֲרָכָה
ma'arach|מַעֲרָךְ
ma'aracha|מַעֲרָכָה
ma'arechet|מַעֲרֶכֶת
orla|עוֹרְלָה
la'arom|לַעֲרוֹם
lehe'arem|לְהֵיעָרֵם
leha'arim|לְהַעֲרִים
arom|עָרוֹם
arum|עָרוּם
arisa|עֲרִיסָה
le'ar'er|לְעַרְעֵר
lehit'ar'er|לְהִתְעַרְעֵר
ir'ur|עִירְעוּר
la'arof|לַעֲרוֹף
oref|עוֹרֶף
le'arpel|לְעַרְפֵּל
arafel|עֲרָפֶל
leha'aritz|לְהַעֲרִיץ
aritz|עָרִיץ
lehe'aretz|לְהֵיעָרֵץ
ha'aratza|הַעֲרָצָה
la'arok|לַעֲרוֹק
la'aror|לַעֲרוֹר
le'asev|לְעַשֵּׂב
esev|עֵשֶׂב
la'asot|לַעֲשׂוֹת
ta'asiya|תַּעֲשִׂיָּה
lehe'asot|לְהֵיעָשׂוֹת
asuy|עָשׂוּי
ma'ase|מַעֲשֶׂה
le'asot|לְעַשּׂוֹת
me'use|מְעוּשֶּׂה
le'ashen|לְעַשֵּׁן
ishun|עִישּׁוּן
ashan|עָשָׁן
me'ushan|מְעוּשָּׁן
la'ashok|לַעֲשׁוֹק
leha'ashir|לְהַעֲשִׁיר
lehit'asher|לְהִתְעַשֵּׁר
asiri|עֲשִׂירִי
asor|עָשׂוֹר
le'aser|לְעַשֵּׂר
ashir|עָשִׁיר
osher|עוֹשֶׁר
lehit'ashet|לְהִתְעַשֵּׁת
atid|עָתִיד
atid|עָתִיד
lehit'ated|לְהִתְעַתֵּד
ituy|עִיתּוּי
he'etek|הֶעְתֵּק
leha'atik|לְהַעְתִּיק
atik|עַתִּיק
ta'atik|תַּעְתִּיק
lehe'atek|לְהֵיעָתֵק
oter|עוֹתֵר
la'ator|לַעֲתוֹר
lehe'ater|לְהֵיעָתֵר
leha'atir|לְהַעֲתִיר
leha'atir|לְהַעֲתִיר
atira|עֲתִירָה
et|עֵת
iton|עִיתּוֹן
itonay|עִיתּוֹנַאי
itonut|עִיתּוֹנוּת
itona'ut|עִיתּוֹנָאוּת
ata|עַתָּה
lefa'er|לְפָאֵר
lehitpa'er|לְהִתְפָּאֵר
tif'eret|תִּפְאֶרֶת
pe'er|פְּאֵר
lehafgiz|לְהַפְגִּיז
pagaz|פָּגָז
pgima|פְּגִימָה
pagum|פָּגוּם
lehipagem|לְהִיפָּגֵם
pigum|פִּיגּוּם
pgam|פְּגָם
lifgom|לִפְגּוֹם
lehafgin|לְהַפְגִּין
hafgana|הַפְגָּנָה
lehipagea|לְהִיפָּגֵעַ
pgi'a|פְּגִיעָה
pigua|פִּיגּוּעַ
lifgoa|לִפְגּוֹעַ
lehafgia|לְהַפְגִּיעַ
lifgor|לִפְגּוֹר
lefager|לְפַגֵּר
pigur|פִּיגּוּר
mefager|מְפַגֵּר
lehitpager|לְהִתְפַּגֵּר
lifgosh|לִפְגּוֹשׁ
lehipagesh|לְהִיפָּגֵשׁ
lehafgish|לְהַפְגִּישׁ
pgisha|פְּגִישָׁה
pagosh|פָּגוֹשׁ
lehipadot|לְהִיפָּדוֹת
lifdot|לִפְדּוֹת
lefader|לְפַדֵּר
lehitpader|לְהִתְפַּדֵּר
pe|פֶּה
po|פֹּה
lefahek|לְפַהֵק
lafug|לָפוּג
lehafig|לְהָפִיג
lehitpogeg|לְהִתְפּוֹגֵג
lehafiach|לְהָפִיחַ
pol|פּוֹל
politika|פּוֹלִיטִיקָה
pundak|פּוּנְדָּק
pundeka'ut|פּוּנְדְּקָאוּת
pundekay|פּוּנְדְּקַאי
pundeka'it|פּוּנְדְּקָאִית
lehafitz|לְהָפִיץ
nafotz|נָפוֹץ
hafatza|הֲפָצָה
lehipetz|לְהִיפֵּץ
lehipotz|לְהִיפּוֹץ
lafutz|לָפוּץ
lehafik|לְהָפִיק
leforer|לְפוֹרֵר
lehitporer|לְהִתְפּוֹרֵר
lifzol|לִפְזוֹל
lefazem|לְפַזֵּם
pizmon|פִּזְמוֹן
lehitpazer|לְהִתְפַּזֵּר
lefazer|לְפַזֵּר
lifchod|לִפְחוֹד
lehafchid|לְהַפְחִיד
lefached|לְפַחֵד
pachad|פַּחַד
pachdan|פַּחְדָן
lifchoz|לִפְחוֹז
lefachem|לְפַחֵם
lehitpachem|לְהִתְפַּחֵם
lifchos|לִפְחוֹס
lifchot|לִפְחוֹת
lehafchit|לְהַפְחִית
pachot|פָּחוֹת
lefatem|לְפַטֵּם
lehitpatem|לְהִתְפַּטֵּם
lefatpet|לְפַטְפֵּט
lehipater|לְהִיפָּטֵר
lefater|לְפַטֵּר
patur|פָּטוּר
ptor|פְּטוֹר
lehitpater|לְהִתְפַּטֵּר
liftor|לִפְטוֹר
lehaftir|לְהַפְטִיר
patish|פַּטִּישׁ
lefayeach|לְפַייֵּחַ
pil|פִּיל
filosofya|פִילוֹסוֹפְיָה
lehitpayes|לְהִתְפַּייֵּס
lefayes|לְפַייֵּס
hitpaysut|הִתְפַּייְּסוּת
piyus|פִּיּוּס
lehitpakeach|לְהִתְפַּכֵּחַ
lefakot|לְפַכּוֹת
lehitpale|לְהִתְפַּלֵּא
lehafli|לְהַפְלִיא
pele|פֶּלֶא
lehipale|לְהִיפָּלֵא
nifla|נִפְלָא
falafel|פָלָאפֶל
lefaleg|לְפַלֵּג
lehitpaleg|לְהִתְפַּלֵּג
lehaflig|לְהַפְלִיג
pluga|פְּלוּגָּה
miflaga|מִפְלָגָה
hitpalgut|הִתְפַּלְּגוּת
plada|פְּלָדָה
lefaleach|לְפַלֵּחַ
pelach|פֶּלַח
lifloach|לִפְלוֹחַ
palit|פָּלִיט
lehipalet|לְהִיפָּלֵט
liflot|לִפְלוֹט
lehaflit|לְהַפְלִיט
lehaflot|לְהַפְלוֹת
haflaya|הַפְלָיָה
aflaya|אַפְלָיָה
pelech|פֶּלֶךְ
lehaflil|לְהַפְלִיל
lefalel|לְפַלֵּל
lehitpalel|לְהִתְפַּלֵּל
plili|פְּלִילִי
tfila|תְּפִילָּה
miflas|מִפְלָס
lefales|לְפַלֵּס
lehitpalsef|לְהִתְפַּלְסֵף
lefalpel|לְפַלְפֵּל
lehaflitz|לְהַפְלִיץ
mifletzet|מִפְלֶצֶת
liflartet|לִפְלַרְטֵט
liflosh|לִפְלוֹשׁ
lehitpalesh|לְהִתְפַּלֵּשׁ
pamot|פָּמוֹט
lefampem|לְפַמְפֵּם
pen|פֶּן
pan|פָּן
pnay|פְּנַאי
mefuntaz|מְפוּנְטָז
lefantez|לְפַנְטֵז
lifnot|לִפְנוֹת
lehipanot|לְהִיפָּנוֹת
lefanot|לְפַנּוֹת
lehafnot|לְהַפְנוֹת
panuy|פָּנוּי
pinuy|פִּינּוּי
pniya|פְּנִיָּה
lehitpanot|לְהִתְפַּנּוֹת
panim|פָּנִים
pnim|פְּנִים
lehafnim|לְהַפְנִים
pnimi|פְּנִימִי
panas|פָּנָס
lefanek|לְפַנֵּק
lehitpanek|לְהִתְפַּנֵּק
pisga|פִּסְגָּה
lehafsid|לְהַפְסִיד
hefsed|הֶפְסֵד
nifsad|נִפְסָד
lifsoach|לִפְסוֹחַ
lehipaseach|לְהִיפָּסֵחַ
psichologya|פְּסִיכוֹלוֹגְיָה
lefasel|לְפַסֵּל
lehipasel|לְהִיפָּסֵל
pesel|פֶּסֶל
psolet|פְּסוֹלֶת
mafselet|מַפְסֶלֶת
pasal|פַּסָּל
pasul|פָּסוּל
lifsol|לִפְסוֹל
psanter|פְּסַנְתֵּר
pas|פַּס
lifsoa|לִפְסוֹעַ
lefasfes|לְפַסְפֵס
lehitfasfes|לְהִתְפַסְפֵס
lehipasek|לְהִיפָּסֵק
lehafsik|לְהַפְסִיק
hafsaka|הַפְסָקָה
hefsek|הֶפְסֵק
psik|פְּסִיק
psak|פְּסָק
pesek|פֶּסֶק
mafsek|מַפְסֵק
mafsik|מַפְסִיק
lifsok|לִפְסוֹק
piska|פִּסְקָה
pa'ot|פָּעוֹט
lif'ot|לִפְעוֹת
pe'ilut|פְּעִילוּת
lif'ol|לִפְעוֹל
lehaf'il|לְהַפְעִיל
pe'ula|פְּעוּלָּה
pa'il|פָּעִיל
po'al|פּוֹעַל
mif'al|מִפְעָל
pe'altan|פְּעַלְתָּן
po'el|פּוֹעֵל
pa'il|פָּעִיל
lehitpa'el|לְהִתְפַּעֵל
lehitpa'em|לְהִתְפַּעֵם
pa'amon|פַּעֲמוֹן
lif'om|לִפְעוֹם
lehipa'em|לְהִיפָּעֵם
lehaf'im|לְהַפְעִים
pa'am|פַּעַם
lefa'em|לְפַעֵם
lefa'aneach|לְפַעְנֵחַ
lefa'apea|לְפַעְפֵּעַ
pa'ar|פַּעַר
lif'or|לִפְעוֹר
lehipa'er|לְהִיפָּעֵר
lefatzeach|לְפַצֵּחַ
liftzot|לִפְצוֹת
lefatzot|לְפַצּוֹת
pitzuy|פִּיצּוּי
lefatzel|לְפַצֵּל
lehitpatzel|לְהִתְפַּצֵּל
lehipatzea|לְהִיפָּצֵעַ
liftzoa|לִפְצוֹעַ
patzua|פָּצוּעַ
lehaftzia|לְהַפְצִיעַ
lefatzpetz|לְפַצְפֵּץ
lehitpatzpetz|לְהִתְפַּצְפֵּץ
lefotzetz|לְפוֹצֵץ
ptzatza|פְּצָצָה
lehaftzitz|לְהַפְצִיץ
lehitpotzetz|לְהִתְפּוֹצֵץ
lehaftzir|לְהַפְצִיר
lehipaked|לְהִיפָּקֵד
lefaked|לְפַקֵּד
lehafkid|לְהַפְקִיד
lifkod|לִפְקוֹד
pkuda|פְּקוּדָּה
tafkid|תַּפְקִיד
lehitpaked|לְהִתְפַּקֵּד
lifkoach|לִפְקוֹחַ
lehipakeach|לְהִיפָּקֵחַ
lefakeach|לְפַקֵּחַ
lehitpakeach|לְהִתְפַּקֵּחַ
pakuach|פָּקוּחַ
pikuach|פִּיקּוּחַ
pikeach|פִּיקֵּחַ
lefakses|לְפַקְסֵס
lehafkia|לְהַפְקִיעַ
lehitpakea|לְהִתְפַּקֵּעַ
lifkoa|לִפְקוֹעַ
lefakpek|לְפַקְפֵּק
pika|פִּיקָּה
pakeket|פַּקֶּקֶת
pkak|פְּקָק
lehafkir|לְהַפְקִיר
lehitfakshesh|לְהִתְפַקְשֵׁשׁ
par|פַּר
lefargen|לְפַרְגֵּן
lesablet|לְסַבְּלֵט
parud|פָּרוּד
lehafrid|לְהַפְרִיד
lehipared|לְהִיפָּרֵד
preda|פְּרֵידָה
hafrada|הַפְרָדָה
para|פָּרָה
parvar|פַּרְווָר
lefarez|לְפָרֵז
lehafriz|לְהַפְרִיז
lifroach|לִפְרוֹחַ
lehafriach|לְהַפְרִיחַ
perach|פֶּרַח
pricha|פְּרִיחָה
tafrit|תַּפְרִיט
prit|פְּרִיט
prati|פְּרָטִי
lehiparet|לְהִיפָּרֵט
lefaret|לְפָרֵט
prat|פְּרָט
lehafrit|לְהַפְרִיט
hafrata|הַפְרָטָה
lifrot|לִפְרוֹט
lifrot|לִפְרוֹת
lehafrot|לְהַפְרוֹת
hafraya|הַפְרָיָה
piryon|פִּרְיוֹן
pri|פְּרִי
lehafrich|לְהַפְרִיךְ
lefarech|לְפָרֵךְ
perech|פֶּרֶךְ
lefarkes|לְפַרְכֵּס
lehitparkes|לְהִתְפַּרְכֵּס
lehiparem|לְהִיפָּרֵם
perem|פֶּרֶם
lifrom|לִפְרוֹם
parnasa|פַּרְנָסָה
parnas|פַּרְנָס
lehitparnes|לְהִתְפַּרְנֵס
lefarnes|לְפַרְנֵס
lifros|לִפְרוֹס
lehipares|לְהִיפָּרֵס
lehitpares|לְהִתְפָּרֵס
pras|פְּרָס
prisa|פְּרִיסָה
lehitparsem|לְהִתְפַּרְסֵם
lefarsem|לְפַרְסֵם
pirsum|פִּירְסוּם
pirsomet|פִּירְסוֹמֶת
lehitparea|לְהִתְפָּרֵעַ
lehafria|לְהַפְרִיעַ
lifroa|לִפְרוֹעַ
lehiparea|לְהִיפָּרֵעַ
lifrof|לִפְרוֹף
lehitparper|לְהִתְפַּרְפֵּר
lefarper|לְפַרְפֵּר
parpar|פַּרְפָּר
lifrotz|לִפְרוֹץ
lehiparetz|לְהִיפָּרֵץ
mifratz|מִפְרָץ
pritza|פְּרִיצָה
peretz|פֶּרֶץ
lehitparetz|לְהִתְפָּרֵץ
partzuf|פַּרְצוּף
lefarek|לְפָרֵק
lehitparek|לְהִתְפָּרֵק
perek|פֶּרֶק
mifrak|מִפְרָק
